Z S S Z Z Z Z Z Z Z 
Z Z S Z Z Z Z Z Z Z 
Z Z S Z Z Z Z Z Z Z 
Z Z S I Z Z Z Z Z Z 
Z Z S I Z Z R Z Z Z 
S S S R I I I S I I 
S S S S S S S S S S 
R S S I S Z Z Z I I 
R R S Z Z Z Z Z Z Z 
Z S S Z Z Z Z Z Z Z 
