Z S S I Z Z Z Z Z Z 
Z I S I Z Z Z Z Z Z 
Z I S I Z Z Z Z Z Z 
Z R S I Z Z Z Z Z Z 
Z I S I Z Z R Z I Z 
S S S R I I I S I S 
S S S S S S S S S S 
S S S I S I I I I S 
R S S I Z Z Z Z Z Z 
Z S S I Z Z Z Z Z Z 
